-- BATCH 4
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Idli', 610, '2023-06-26'),
('Mumbai', 'Cauliflower', 950, '2023-06-26'),
('Mumbai', 'Gulab Jamun', 1500, '2023-06-26'),
('Mumbai', 'Plain Dosa', 280, '2023-06-26'),
('Mumbai', 'Veg Burger', 3100, '2023-06-26'),
('Mumbai', 'Paneer', 140, '2023-06-26'),
('Mumbai', 'Idli', 630, '2023-06-26'),
('Mumbai', 'Milk', 780, '2023-06-26'),
('Mumbai', 'Cumin Seeds', 860, '2023-06-26'),
('Mumbai', 'Paneer Butter Masala', 330, '2023-06-26'),
('Mumbai', 'Cauliflower', 9650, '2023-06-26'),
('Mumbai', 'Paneer Butter Masala', 100, '2023-06-26'),
('Mumbai', 'Ginger', 890, '2023-06-26'),
('Mumbai', 'Rice', 6000, '2023-06-26'),
('Mumbai', 'Wheat Flour', 520, '2023-06-26'),
('Mumbai', 'Cumin Seeds', 1640, '2023-06-26'),
('Mumbai', 'Paneer', 790, '2023-06-26'),
('Mumbai', 'Rice', 490, '2023-06-26'),
('Mumbai', 'Chole without Onion/Garlic', 1200, '2023-06-26'),
('Mumbai', 'Cumin Seeds', 1190, '2023-06-26'),
('Mumbai', 'Cauliflower', 790, '2023-06-27'),
('Mumbai', 'Pani Puri', 340, '2023-06-27'),
('Mumbai', 'Plain Dosa', 280, '2023-06-27'),
('Mumbai', 'Coriander Leaves', 680, '2023-06-27'),
('Mumbai', 'Cumin Seeds', 1770, '2023-06-27'),
('Mumbai', 'Samosa', 1070, '2023-06-27'),
('Mumbai', 'Turmeric Powder', 560, '2023-06-27'),
('Mumbai', 'Carrot', 410, '2023-06-27'),
('Mumbai', 'Plain Dosa', 1840, '2023-06-27'),
('Mumbai', 'Carrot', 660, '2023-06-27'),
('Mumbai', 'Ice Cream', 9450, '2023-06-27'),
('Mumbai', 'Idli', 1940, '2023-06-27'),
('Mumbai', 'Chole without Onion/Garlic', 460, '2023-06-27'),
('Mumbai', 'Plain Dosa', 1970, '2023-06-27'),
('Mumbai', 'Rasgulla', 900, '2023-06-28'),
('Mumbai', 'Milkshake', 370, '2023-06-28'),
('Mumbai', 'Potato', 460, '2023-06-28'),
('Mumbai', 'Milk', 1510, '2023-06-28'),
('Mumbai', 'Paneer', 1490, '2023-06-28'),
('Mumbai', 'Sabudana Khichdi', 410, '2023-06-28'),
('Mumbai', 'Samosa', 750, '2023-06-28'),
('Mumbai', 'Paneer Butter Masala', 720, '2023-06-28'),
('Mumbai', 'Salt', 1960, '2023-06-28'),
('Mumbai', 'Rasgulla', 960, '2023-06-28'),
('Mumbai', 'Veg Pulao', 870, '2023-06-28'),
('Mumbai', 'Turmeric Powder', 320, '2023-06-28'),
('Mumbai', 'Paneer', 930, '2023-06-28'),
('Mumbai', 'Paneer', 1970, '2023-06-28'),
('Mumbai', 'Salt', 1250, '2023-06-28'),
('Mumbai', 'Pani Puri', 1780, '2023-06-28'),
('Mumbai', 'Rasgulla', 5150, '2023-06-28'),
('Mumbai', 'Veg Burger', 460, '2023-06-28'),
('Mumbai', 'Ice Cream', 1020, '2023-06-28'),
('Mumbai', 'Coriander Leaves', 1460, '2023-06-28'),
('Mumbai', 'Cabbage', 180, '2023-06-28'),
('Mumbai', 'Veg Burger', 1300, '2023-06-28'),
('Mumbai', 'Tomato', 730, '2023-06-29'),
('Mumbai', 'Rice', 340, '2023-06-29'),
('Mumbai', 'Paneer', 340, '2023-06-29'),
('Mumbai', 'Rice', 1030, '2023-06-29'),
('Mumbai', 'Samosa', 590, '2023-06-29');

-- BATCH 6
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Cumin Seeds', 1200, '2023-06-29'),
('Mumbai', 'Cauliflower', 500, '2023-06-29'),
('Mumbai', 'Samosa', 1200, '2023-06-29'),
('Mumbai', 'Milk', 600, '2023-06-29'),
('Mumbai', 'Rasgulla', 1180, '2023-06-29'),
('Mumbai', 'Milkshake', 560, '2023-06-29'),
('Mumbai', 'Carrot', 260, '2023-06-29'),
('Mumbai', 'Potato', 310, '2023-06-29'),
('Mumbai', 'Veg Burger', 110, '2023-06-30'),
('Mumbai', 'Milk', 920, '2023-06-30'),
('Mumbai', 'Plain Dosa', 870, '2023-06-30'),
('Mumbai', 'Chole without Onion/Garlic', 1690, '2023-06-30'),
('Mumbai', 'Gulab Jamun', 1180, '2023-06-30'),
('Mumbai', 'Paneer Butter Masala', 820, '2023-06-30'),
('Mumbai', 'Ice Cream', 1850, '2023-06-30'),
('Mumbai', 'Ginger', 1830, '2023-06-30'),
('Mumbai', 'Milk', 1630, '2023-06-30'),
('Mumbai', 'Veg Burger', 840, '2023-06-30'),
('Mumbai', 'Samosa', 970, '2023-06-30'),
('Mumbai', 'Tomato', 970, '2023-06-30'),
('Mumbai', 'Idli', 270, '2023-06-30'),
('Mumbai', 'Cumin Seeds', 750, '2023-06-30'),
('Mumbai', 'Salt', 1340, '2023-06-30'),
('Mumbai', 'Ice Cream', 1990, '2023-06-30'),
('Mumbai', 'Aloo Paratha', 1870, '2023-06-30'),
('Mumbai', 'Milkshake', 920, '2023-06-30'),
('Mumbai', 'Cumin Seeds', 390, '2023-06-30'),
('Mumbai', 'Rice', 380, '2023-07-01'),
('Mumbai', 'Rasgulla', 190, '2023-07-01'),
('Mumbai', 'Pani Puri', 340, '2023-07-01'),
('Mumbai', 'Cumin Seeds', 530, '2023-07-01'),
('Mumbai', 'Sabudana Khichdi', 1100, '2023-07-01'),
('Mumbai', 'Rasgulla', 9950, '2023-07-01'),
('Mumbai', 'Veg Pulao', 1350, '2023-07-01'),
('Mumbai', 'Coriander Leaves', 1170, '2023-07-01'),
('Mumbai', 'Veg Pulao', 980, '2023-07-01'),
('Mumbai', 'Samosa', 1810, '2023-07-01'),
('Mumbai', 'Samosa', 650, '2023-07-01'),
('Mumbai', 'Rice', 1120, '2023-07-01'),
('Mumbai', 'Idli', 260, '2023-07-01'),
('Mumbai', 'Milkshake', 1970, '2023-07-01'),
('Mumbai', 'Coriander Leaves', 1290, '2023-07-01'),
('Mumbai', 'Veg Pulao', 1170, '2023-07-01'),
('Mumbai', 'Lassi', 1020, '2023-07-01'),
('Mumbai', 'Plain Dosa', 1800, '2023-07-01'),
('Mumbai', 'Gulab Jamun', 1130, '2023-07-01'),
('Mumbai', 'Coriander Leaves', 1290, '2023-07-01'),
('Mumbai', 'Veg Pulao', 560, '2023-07-01'),
('Mumbai', 'Veg Pulao', 1750, '2023-07-01'),
('Mumbai', 'Aloo Paratha', 1730, '2023-07-01'),
('Mumbai', 'Ginger', 1090, '2023-07-01'),
('Mumbai', 'Aloo Paratha', 1970, '2023-07-01'),
('Mumbai', 'Wheat Flour', 420, '2023-07-01'),
('Mumbai', 'Wheat Flour', 90, '2023-07-01'),
('Mumbai', 'Paneer Butter Masala', 310, '2023-07-01'),
('Mumbai', 'Sabudana Khichdi', 300, '2023-07-02'),
('Mumbai', 'Chole without Onion/Garlic', 1280, '2023-07-02'),
('Mumbai', 'Idli', 1410, '2023-07-02'),
('Mumbai', 'Cumin Seeds', 1340, '2023-07-02'),
('Mumbai', 'Pani Puri', 1500, '2023-07-02'),
('Mumbai', 'Veg Pulao', 880, '2023-07-02'),
('Mumbai', 'Rasgulla', 1450, '2023-07-02'),
('Mumbai', 'Plain Dosa', 830, '2023-07-02'),
('Mumbai', 'Sabudana Khichdi', 1410, '2023-07-02'),
('Mumbai', 'Rasgulla', 940, '2023-07-02'),
('Mumbai', 'Lassi', 1060, '2023-07-02'),
('Mumbai', 'Carrot', 1580, '2023-07-02'),
('Mumbai', 'Cumin Seeds', 1210, '2023-07-02'),
('Mumbai', 'Plain Dosa', 550, '2023-07-02'),
('Mumbai', 'Paneer', 250, '2023-07-02'),
('Mumbai', 'Cauliflower', 1230, '2023-07-02'),
('Mumbai', 'Plain Dosa', 1450, '2023-07-02'),
('Mumbai', 'Cumin Seeds', 170, '2023-07-02'),
('Mumbai', 'Paneer Butter Masala', 1310, '2023-07-02'),
('Mumbai', 'Paneer', 1850, '2023-07-02'),
('Mumbai', 'Cabbage', 1160, '2023-07-03'),
('Mumbai', 'Rice', 820, '2023-07-03'),
('Mumbai', 'Milk', 520, '2023-07-03'),
('Mumbai', 'Ice Cream', 1580, '2023-07-03'),
('Mumbai', 'Ginger', 320, '2023-07-03'),
('Mumbai', 'Carrot', 1860, '2023-07-03'),
('Mumbai', 'Paneer Butter Masala', 830, '2023-07-03'),
('Mumbai', 'Sabudana Khichdi', 1970, '2023-07-03'),
('Mumbai', 'Sabudana Khichdi', 1540, '2023-07-03'),
('Mumbai', 'Idli', 3800, '2023-07-03'),
('Mumbai', 'Turmeric Powder', 1880, '2023-07-03'),
('Mumbai', 'Potato', 1130, '2023-07-03'),
('Mumbai', 'Sabudana Khichdi', 1080, '2023-07-03'),
('Mumbai', 'Carrot', 850, '2023-07-03'),
('Mumbai', 'Pani Puri', 1570, '2023-07-03'),
('Mumbai', 'Coriander Leaves', 300, '2023-07-03'),
('Mumbai', 'Sabudana Khichdi', 2600, '2023-07-03'),
('Mumbai', 'Cabbage', 130, '2023-07-03'),
('Mumbai', 'Idli', 1450, '2023-07-03'),
('Mumbai', 'Salt', 660, '2023-07-03'),
('Mumbai', 'Gulab Jamun', 810, '2023-07-04'),
('Mumbai', 'Paneer Butter Masala', 710, '2023-07-04'),
('Mumbai', 'Turmeric Powder', 1510, '2023-07-04'),
('Mumbai', 'Gulab Jamun', 1800, '2023-07-04'),
('Mumbai', 'Veg Pulao', 1450, '2023-07-04');

-- BATCH 7
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Turmeric Powder', 540, '2023-07-04'),
('Mumbai', 'Aloo Paratha', 1760, '2023-07-04'),
('Mumbai', 'Milkshake', 1680, '2023-07-04'),
('Mumbai', 'Veg Burger', 540, '2023-07-04'),
('Mumbai', 'Samosa', 1080, '2023-07-04'),
('Mumbai', 'Rasgulla', 110, '2023-07-04'),
('Mumbai', 'Paneer Butter Masala', 1750, '2023-07-05'),
('Mumbai', 'Coriander Leaves', 1180, '2023-07-05'),
('Mumbai', 'Gulab Jamun', 1500, '2023-07-05'),
('Mumbai', 'Milkshake', 1270, '2023-07-05'),
('Mumbai', 'Samosa', 900, '2023-07-05'),
('Mumbai', 'Pani Puri', 540, '2023-07-05'),
('Mumbai', 'Milk', 1780, '2023-07-05'),
('Mumbai', 'Rasgulla', 1120, '2023-07-05'),
('Mumbai', 'Idli', 890, '2023-07-05'),
('Mumbai', 'Pani Puri', 230, '2023-07-05'),
('Mumbai', 'Paneer', 850, '2023-07-05'),
('Mumbai', 'Idli', 330, '2023-07-05'),
('Mumbai', 'Veg Burger', 1850, '2023-07-05'),
('Mumbai', 'Turmeric Powder', 800, '2023-07-05'),
('Mumbai', 'Rasgulla', 1920, '2023-07-05'),
('Mumbai', 'Potato', 1750, '2023-07-06'),
('Mumbai', 'Gulab Jamun', 1710, '2023-07-06'),
('Mumbai', 'Rasgulla', 360, '2023-07-06'),
('Mumbai', 'Rice', 630, '2023-07-06'),
('Mumbai', 'Idli', 90, '2023-07-06'),
('Mumbai', 'Wheat Flour', 450, '2023-07-06'),
('Mumbai', 'Potato', 1030, '2023-07-06'),
('Mumbai', 'Potato', 1960, '2023-07-06'),
('Mumbai', 'Wheat Flour', 600, '2023-07-06'),
('Mumbai', 'Aloo Paratha', 8650, '2023-07-06'),
('Mumbai', 'Ice Cream', 440, '2023-07-06'),
('Mumbai', 'Veg Burger', 1200, '2023-07-06'),
('Mumbai', 'Wheat Flour', 1200, '2023-07-06'),
('Mumbai', 'Cauliflower', 580, '2023-07-06'),
('Mumbai', 'Salt', 720, '2023-07-06'),
('Mumbai', 'Paneer', 730, '2023-07-06'),
('Mumbai', 'Cauliflower', 790, '2023-07-06'),
('Mumbai', 'Potato', 1130, '2023-07-06'),
('Mumbai', 'Cabbage', 1170, '2023-07-06'),
('Mumbai', 'Salt', 1910, '2023-07-06'),
('Mumbai', 'Chole without Onion/Garlic', 490, '2023-07-06'),
('Mumbai', 'Sabudana Khichdi', 210, '2023-07-07'),
('Mumbai', 'Salt', 250, '2023-07-07'),
('Mumbai', 'Wheat Flour', 220, '2023-07-07'),
('Mumbai', 'Paneer', 1950, '2023-07-07'),
('Mumbai', 'Chole without Onion/Garlic', 1960, '2023-07-07'),
('Mumbai', 'Rice', 1520, '2023-07-07'),
('Mumbai', 'Chole without Onion/Garlic', 1060, '2023-07-07'),
('Mumbai', 'Cumin Seeds', 1250, '2023-07-07'),
('Mumbai', 'Cabbage', 570, '2023-07-07'),
('Mumbai', 'Sabudana Khichdi', 520, '2023-07-07'),
('Mumbai', 'Idli', 1280, '2023-07-07'),
('Mumbai', 'Turmeric Powder', 610, '2023-07-07'),
('Mumbai', 'Veg Burger', 1290, '2023-07-07'),
('Mumbai', 'Turmeric Powder', 1550, '2023-07-08'),
('Mumbai', 'Rice', 100, '2023-07-08'),
('Mumbai', 'Tomato', 540, '2023-07-08'),
('Mumbai', 'Ice Cream', 680, '2023-07-08'),
('Mumbai', 'Aloo Paratha', 1750, '2023-07-08'),
('Mumbai', 'Paneer', 1700, '2023-07-08'),
('Mumbai', 'Wheat Flour', 1300, '2023-07-08'),
('Mumbai', 'Paneer Butter Masala', 1130, '2023-07-08'),
('Mumbai', 'Aloo Paratha', 1600, '2023-07-08'),
('Mumbai', 'Idli', 290, '2023-07-08'),
('Mumbai', 'Coriander Leaves', 550, '2023-07-08'),
('Mumbai', 'Tomato', 460, '2023-07-08'),
('Mumbai', 'Pani Puri', 1820, '2023-07-08'),
('Mumbai', 'Rasgulla', 610, '2023-07-08'),
('Mumbai', 'Plain Dosa', 580, '2023-07-08'),
('Mumbai', 'Chole without Onion/Garlic', 670, '2023-07-08'),
('Mumbai', 'Rasgulla', 1250, '2023-07-08'),
('Mumbai', 'Wheat Flour', 1130, '2023-07-09'),
('Mumbai', 'Chole without Onion/Garlic', 1730, '2023-07-09'),
('Mumbai', 'Milkshake', 250, '2023-07-09'),
('Mumbai', 'Coriander Leaves', 1060, '2023-07-09'),
('Mumbai', 'Gulab Jamun', 950, '2023-07-09'),
('Mumbai', 'Lassi', 1240, '2023-07-09'),
('Mumbai', 'Paneer Butter Masala', 90, '2023-07-09'),
('Mumbai', 'Rice', 810, '2023-07-09'),
('Mumbai', 'Paneer Butter Masala', 930, '2023-07-09'),
('Mumbai', 'Cauliflower', 1600, '2023-07-09'),
('Mumbai', 'Rasgulla', 310, '2023-07-09'),
('Mumbai', 'Plain Dosa', 1640, '2023-07-09'),
('Mumbai', 'Idli', 250, '2023-07-09'),
('Mumbai', 'Veg Pulao', 830, '2023-07-09'),
('Mumbai', 'Paneer', 310, '2023-07-09'),
('Mumbai', 'Veg Pulao', 1400, '2023-07-09'),
('Mumbai', 'Rice', 580, '2023-07-09'),
('Mumbai', 'Veg Burger', 1650, '2023-07-09'),
('Mumbai', 'Pani Puri', 80, '2023-07-09'),
('Mumbai', 'Aloo Paratha', 1720, '2023-07-09'),
('Mumbai', 'Milkshake', 1790, '2023-07-09'),
('Mumbai', 'Coriander Leaves', 1200, '2023-07-10'),
('Mumbai', 'Samosa', 1000, '2023-07-10'),
('Mumbai', 'Veg Burger', 1300, '2023-07-10'),
('Mumbai', 'Rasgulla', 1850, '2023-07-10'),
('Mumbai', 'Rice', 430, '2023-07-10'),
('Mumbai', 'Turmeric Powder', 1480, '2023-07-10'),
('Mumbai', 'Turmeric Powder', 1200, '2023-07-10');

-- BATCH 8
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Samosa', 780, '2023-07-10'),
('Mumbai', 'Idli', 1640, '2023-07-10'),
('Mumbai', 'Tomato', 1290, '2023-07-10'),
('Mumbai', 'Ice Cream', 1530, '2023-07-10'),
('Mumbai', 'Tomato', 680, '2023-07-10'),
('Mumbai', 'Ice Cream', 6800, '2023-07-10'),
('Mumbai', 'Milkshake', 1960, '2023-07-10'),
('Mumbai', 'Ice Cream', 900, '2023-07-10'),
('Mumbai', 'Sabudana Khichdi', 700, '2023-07-10'),
('Mumbai', 'Ice Cream', 1910, '2023-07-10'),
('Mumbai', 'Ginger', 1700, '2023-07-10'),
('Mumbai', 'Samosa', 1540, '2023-07-11'),
('Mumbai', 'Ginger', 1150, '2023-07-11'),
('Mumbai', 'Chole without Onion/Garlic', 710, '2023-07-11'),
('Mumbai', 'Sabudana Khichdi', 400, '2023-07-11'),
('Mumbai', 'Sabudana Khichdi', 1550, '2023-07-11'),
('Mumbai', 'Chole without Onion/Garlic', 80, '2023-07-11'),
('Mumbai', 'Samosa', 1620, '2023-07-11'),
('Mumbai', 'Ice Cream', 1250, '2023-07-11'),
('Mumbai', 'Rice', 1070, '2023-07-11'),
('Mumbai', 'Idli', 730, '2023-07-11'),
('Mumbai', 'Gulab Jamun', 1640, '2023-07-11'),
('Mumbai', 'Veg Pulao', 250, '2023-07-11'),
('Mumbai', 'Carrot', 670, '2023-07-12'),
('Mumbai', 'Aloo Paratha', 860, '2023-07-12'),
('Mumbai', 'Paneer', 1210, '2023-07-12'),
('Mumbai', 'Plain Dosa', 380, '2023-07-12'),
('Mumbai', 'Pani Puri', 1850, '2023-07-12'),
('Mumbai', 'Sabudana Khichdi', 480, '2023-07-12'),
('Mumbai', 'Pani Puri', 2150, '2023-07-12'),
('Mumbai', 'Cumin Seeds', 240, '2023-07-12'),
('Mumbai', 'Veg Pulao', 1260, '2023-07-12'),
('Mumbai', 'Rasgulla', 1220, '2023-07-12'),
('Mumbai', 'Paneer', 1560, '2023-07-12'),
('Mumbai', 'Veg Pulao', 1000, '2023-07-12'),
('Mumbai', 'Cumin Seeds', 1460, '2023-07-12'),
('Mumbai', 'Veg Pulao', 100, '2023-07-12'),
('Mumbai', 'Veg Burger', 1960, '2023-07-12'),
('Mumbai', 'Wheat Flour', 1150, '2023-07-12'),
('Mumbai', 'Cauliflower', 920, '2023-07-13'),
('Mumbai', 'Milk', 930, '2023-07-13'),
('Mumbai', 'Veg Pulao', 1840, '2023-07-13'),
('Mumbai', 'Plain Dosa', 520, '2023-07-13'),
('Mumbai', 'Coriander Leaves', 560, '2023-07-13'),
('Mumbai', 'Wheat Flour', 1070, '2023-07-13'),
('Mumbai', 'Coriander Leaves', 1140, '2023-07-13'),
('Mumbai', 'Salt', 1140, '2023-07-13'),
('Mumbai', 'Veg Pulao', 870, '2023-07-13'),
('Mumbai', 'Aloo Paratha', 1230, '2023-07-13'),
('Mumbai', 'Milk', 1570, '2023-07-13'),
('Mumbai', 'Wheat Flour', 1370, '2023-07-13'),
('Mumbai', 'Rasgulla', 1100, '2023-07-13'),
('Mumbai', 'Aloo Paratha', 90, '2023-07-13'),
('Mumbai', 'Coriander Leaves', 1560, '2023-07-13'),
('Mumbai', 'Veg Burger', 1610, '2023-07-13'),
('Mumbai', 'Cauliflower', 1470, '2023-07-13'),
('Mumbai', 'Aloo Paratha', 110, '2023-07-13'),
('Mumbai', 'Salt', 1750, '2023-07-13'),
('Mumbai', 'Paneer', 170, '2023-07-13'),
('Mumbai', 'Gulab Jamun', 5150, '2023-07-13'),
('Mumbai', 'Cauliflower', 300, '2023-07-13'),
('Mumbai', 'Gulab Jamun', 350, '2023-07-14'),
('Mumbai', 'Potato', 1920, '2023-07-14'),
('Mumbai', 'Rasgulla', 1540, '2023-07-14'),
